#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   2.3299999      0.28148890      0.30456904      0.67127898E-01  0.97334123      0.42789236      0.18422975      -1.5025439     -0.17561053    
   2.3399999      0.28055799      0.30346149      0.66459969E-01  0.97332013      0.42695934      0.18303904      -1.4984779     -0.17436311    
   2.3499999      0.27963403      0.30239120      0.65798678E-01  0.97331059      0.42605588      0.18187098      -1.4944464     -0.17315161    
   2.3599999      0.27871493      0.30129883      0.65143973E-01  0.97328335      0.42513493      0.18069357      -1.4904153     -0.17194013    
   2.3699999      0.27780262      0.30024323      0.64495780E-01  0.97326750      0.42424288      0.17955591      -1.4864186     -0.17075141    
   2.3799999      0.27689505      0.29913753      0.63854039E-01  0.97323424      0.42333379      0.17842658      -1.4824218     -0.16956268    
   2.3899999      0.27599418      0.29806849      0.63218676E-01  0.97321218      0.42245302      0.17729498      -1.4784592     -0.16840400    
   2.3999999      0.27509788      0.29703355      0.62589638E-01  0.97317284      0.42155549      0.17617756      -1.4744961     -0.16724528    
   2.4099998      0.27420819      0.29595107      0.61966866E-01  0.97314447      0.42068571      0.17507499      -1.4705666     -0.16610961    
   2.4199998      0.27332294      0.29493016      0.61350282E-01  0.97309923      0.41979954      0.17398643      -1.4666371     -0.16497393    
   2.4299998      0.27244419      0.29388952      0.60739841E-01  0.97306466      0.41894042      0.17291211      -1.4627401     -0.16386825    
   2.4400001      0.27156979      0.29285488      0.60135450E-01  0.97301346      0.41806534      0.17183420      -1.4588437     -0.16276257    
   2.4500000      0.27070174      0.29182807      0.59537094E-01  0.97297293      0.41721687      0.17078170      -1.4549797     -0.16167603    
   2.4600000      0.26983798      0.29080710      0.58944691E-01  0.97291583      0.41635266      0.16973138      -1.4511156     -0.16058953    
   2.4700000      0.26898044      0.28979382      0.58358174E-01  0.97286922      0.41551444      0.16870001      -1.4472840     -0.15953133    
   2.4800000      0.26812708      0.28878623      0.57777502E-01  0.97280622      0.41466087      0.16767079      -1.4434518     -0.15847312    
   2.4900000      0.26727983      0.28778619      0.57202607E-01  0.97275370      0.41383275      0.16666001      -1.4396521     -0.15743199    
   2.5000000      0.26643670      0.28679174      0.56633428E-01  0.97268498      0.41298962      0.16565129      -1.4358516     -0.15639085    
   2.5100000      0.26559952      0.28583106      0.56069925E-01  0.97262663      0.41217142      0.16466624      -1.4320824     -0.15537581    
   2.5200000      0.26476637      0.28482294      0.55512015E-01  0.97255230      0.41133848      0.16367172      -1.4283139     -0.15436079    
   2.5300000      0.26393911      0.28384849      0.54959655E-01  0.97248822      0.41053006      0.16270041      -1.4245759     -0.15336630    
   2.5400000      0.26311573      0.28290549      0.54412797E-01  0.97240835      0.40970710      0.16173673      -1.4208379     -0.15237182    
   2.5500000      0.26229820      0.28194335      0.53871378E-01  0.97233844      0.40890816      0.16078429      -1.4171299     -0.15139662    
   2.5599999      0.26148444      0.28096050      0.53335346E-01  0.97225302      0.40809500      0.15983374      -1.4134226     -0.15042143    
   2.5699999      0.26067638      0.28003636      0.52804653E-01  0.97217751      0.40730539      0.15890540      -1.4097446     -0.14946382    
   2.5799999      0.25987208      0.27906579      0.52279230E-01  0.97208661      0.40650189      0.15796754      -1.4060671     -0.14850625    
   2.5899999      0.25907338      0.27812779      0.51759042E-01  0.97200561      0.40572146      0.15705141      -1.4024198     -0.14757098    
   2.5999999      0.25827834      0.27719480      0.51244028E-01  0.97190940      0.40492737      0.15613709      -1.3987718     -0.14663570    
   2.6099999      0.25748873      0.27626839      0.50734133E-01  0.97182292      0.40415588      0.15523839      -1.3951533     -0.14571388    
   2.6199999      0.25670278      0.27534693      0.50229318E-01  0.97172141      0.40337107      0.15434147      -1.3915347     -0.14479208    
   2.6299999      0.25592220      0.27443200      0.49729526E-01  0.97162956      0.40260839      0.15346536      -1.3879451     -0.14389285    
   2.6399999      0.25514513      0.27352187      0.49234703E-01  0.97152287      0.40183258      0.15258530      -1.3843553     -0.14299363    
   2.6499999      0.25437334      0.27261809      0.48744805E-01  0.97142565      0.40107858      0.15172568      -1.3807944     -0.14210923    
   2.6599998      0.25360504      0.27169421      0.48259780E-01  0.97131389      0.40031168      0.15085652      -1.3772335     -0.14122483    
   2.6699998      0.25284189      0.27082622      0.47779579E-01  0.97121143      0.39956614      0.15001854      -1.3737007     -0.14035846    
   2.6799998      0.25208217      0.26993799      0.47304157E-01  0.97109455      0.39880794      0.14916544      -1.3701675     -0.13949212    
   2.6900001      0.25132748      0.26905590      0.46833456E-01  0.97098702      0.39807072      0.14833194      -1.3666630     -0.13864347    
   2.7000000      0.25057620      0.26817834      0.46367448E-01  0.97086513      0.39732108      0.14750558      -1.3631580     -0.13779485    
   2.7100000      0.24982990      0.26728255      0.45906074E-01  0.97075254      0.39659205      0.14668737      -1.3596805     -0.13695581    
   2.7200000      0.24908689      0.26641554      0.45449290E-01  0.97062582      0.39585081      0.14587067      -1.3562037     -0.13611677    
   2.7300000      0.24834877      0.26555443      0.44997051E-01  0.97050834      0.39512977      0.14506733      -1.3527533     -0.13529721    
   2.7400000      0.24761388      0.26469767      0.44549309E-01  0.97037685      0.39439678      0.14427648      -1.3493030     -0.13447763    
   2.7500000      0.24688381      0.26382279      0.44106022E-01  0.97025436      0.39368361      0.14348213      -1.3458797     -0.13367310    
   2.7600000      0.24615689      0.26299995      0.43667145E-01  0.97011811      0.39295867      0.14269473      -1.3424565     -0.13286856    
   2.7700000      0.24543473      0.26213521      0.43232635E-01  0.96999085      0.39225325      0.14192550      -1.3390602     -0.13207781    
   2.7800000      0.24471569      0.26129845      0.42802449E-01  0.96985000      0.39153627      0.14115217      -1.3356633     -0.13128707    
   2.7900000      0.24400127      0.26049075      0.42376537E-01  0.96971804      0.39083844      0.14040214      -1.3322929     -0.13050653    
   2.8000000      0.24328990      0.25964013      0.41954868E-01  0.96957260      0.39012924      0.13963710      -1.3289226     -0.12972599    
   2.8099999      0.24258314      0.25884181      0.41537389E-01  0.96943599      0.38943884      0.13889502      -1.3255776     -0.12896101    
   2.8199999      0.24187936      0.25800085      0.41124057E-01  0.96928614      0.38873732      0.13814884      -1.3222332     -0.12819603    
   2.8299999      0.24118008      0.25716543      0.40714841E-01  0.96914506      0.38805425      0.13741983      -1.3189147     -0.12744625    
   2.8399999      0.24048372      0.25638026      0.40309697E-01  0.96899080      0.38736027      0.13668673      -1.3155955     -0.12669645    
   2.8499999      0.23979181      0.25557721      0.39908580E-01  0.96884519      0.38668436      0.13596508      -1.3123022     -0.12595737    
   2.8599999      0.23910277      0.25475511      0.39511450E-01  0.96868664      0.38599771      0.13524471      -1.3090086     -0.12521830    
   2.8699999      0.23841813      0.25396124      0.39118271E-01  0.96853662      0.38532889      0.13454092      -1.3057401     -0.12449480    
   2.8799999      0.23773628      0.25317106      0.38729005E-01  0.96837384      0.38464954      0.13383299      -1.3024716     -0.12377129    
   2.8899999      0.23705874      0.25238603      0.38343601E-01  0.96821958      0.38398767      0.13314135      -1.2992280     -0.12305726    
   2.8999999      0.23638396      0.25158215      0.37962034E-01  0.96805263      0.38331541      0.13244556      -1.2959843     -0.12234323    
   2.9099998      0.23571344      0.25080594      0.37584260E-01  0.96789414      0.38266036      0.13176578      -1.2927648     -0.12164412    
   2.9199998      0.23504560      0.25003332      0.37210241E-01  0.96772313      0.38199511      0.13108183      -1.2895454     -0.12094500    
   2.9299998      0.23438196      0.24926564      0.36839940E-01  0.96756059      0.38134676      0.13042426      -1.2863500     -0.12025393    
   2.9399998      0.23372097      0.24850152      0.36473319E-01  0.96738559      0.38068843      0.12974125      -1.2831548     -0.11956286    
   2.9500000      0.23306409      0.24772011      0.36110334E-01  0.96721900      0.38004664      0.12908430      -1.2799838     -0.11888012    
   2.9600000      0.23240981      0.24696440      0.35750963E-01  0.96704000      0.37939501      0.12842320      -1.2768127     -0.11819737    
   2.9700000      0.23175958      0.24621347      0.35395164E-01  0.96686947      0.37875974      0.12777732      -1.2736652     -0.11752921    
   2.9800000      0.23111194      0.24546595      0.35042901E-01  0.96668673      0.37811479      0.12713253      -1.2705173     -0.11686103    
   2.9900000      0.23046827      0.24472314      0.34694135E-01  0.96651238      0.37748590      0.12649214      -1.2673930     -0.11620472    
   3.0000000      0.22982712      0.24398363      0.34348834E-01  0.96632582      0.37684748      0.12585811      -1.2642686     -0.11554839    
   3.0100000      0.22918993      0.24324882      0.34006961E-01  0.96614772      0.37622485      0.12522827      -1.2611680     -0.11489924    
   3.0200000      0.22855520      0.24251725      0.33668488E-01  0.96595764      0.37559286      0.12460473      -1.2580668     -0.11425010    
   3.0300000      0.22792435      0.24179025      0.33333372E-01  0.96577573      0.37497640      0.12398519      -1.2549886     -0.11361325    
   3.0400000      0.22729589      0.24106643      0.33001583E-01  0.96558213      0.37435067      0.12337190      -1.2519099     -0.11297639    
   3.0500000      0.22667126      0.24032579      0.32673087E-01  0.96539664      0.37374029      0.12276766      -1.2488544     -0.11234599    
   3.0599999      0.22604904      0.23960970      0.32347854E-01  0.96519947      0.37312081      0.12215918      -1.2457982     -0.11171560    
   3.0699999      0.22543056      0.23889804      0.32025844E-01  0.96501046      0.37251636      0.12156475      -1.2427652     -0.11109801    
   3.0799999      0.22481443      0.23818946      0.31707026E-01  0.96481001      0.37190300      0.12096608      -1.2397321     -0.11048043    
