#       RADIUS         OMEGA_H            NU_H         SIGMA_D          VC_TOT            VC_B            NU_B      PSIMAJ_TOT           PSI''
#
   13.780000      0.42760134E-01  0.42889137E-01   0.0000000      0.66527897      0.17567584      0.12749533E-01 -0.16758713     -0.43350779E-02
   13.790000      0.42716537E-01  0.42845484E-01   0.0000000      0.66507185      0.17561226      0.12735677E-01 -0.16726649     -0.43270448E-02
   13.799999      0.42672954E-01  0.42801846E-01   0.0000000      0.66486400      0.17554848      0.12721827E-01 -0.16694584     -0.43190122E-02
   13.809999      0.42629488E-01  0.42758327E-01   0.0000000      0.66465718      0.17548504      0.12708331E-01 -0.16662575     -0.43110177E-02
   13.820000      0.42586040E-01  0.42713363E-01   0.0000000      0.66444963      0.17542139      0.12694528E-01 -0.16630566     -0.43030237E-02
   13.830000      0.42542711E-01  0.42669974E-01   0.0000000      0.66424298      0.17535807      0.12680771E-01 -0.16598664     -0.42950660E-02
   13.840000      0.42499393E-01  0.42626604E-01   0.0000000      0.66403562      0.17529456      0.12667327E-01 -0.16566764     -0.42871083E-02
   13.849999      0.42456202E-01  0.42583358E-01   0.0000000      0.66382921      0.17523140      0.12653315E-01 -0.16534972     -0.42791874E-02
   13.860000      0.42413022E-01  0.42538665E-01   0.0000000      0.66362208      0.17516802      0.12639614E-01 -0.16503125     -0.42712665E-02
   13.870000      0.42369962E-01  0.42495552E-01   0.0000000      0.66341597      0.17510499      0.12625956E-01 -0.16471441     -0.42633819E-02
   13.880000      0.42326916E-01  0.42452451E-01   0.0000000      0.66320908      0.17504175      0.12612304E-01 -0.16439703     -0.42554978E-02
   13.889999      0.42283993E-01  0.42410929E-01   0.0000000      0.66300315      0.17497884      0.12599002E-01 -0.16408074     -0.42476505E-02
   13.900000      0.42241085E-01  0.42366512E-01   0.0000000      0.66279656      0.17491576      0.12585094E-01 -0.16376391     -0.42398032E-02
   13.910000      0.42198285E-01  0.42323660E-01   0.0000000      0.66259086      0.17485300      0.12571841E-01 -0.16344817     -0.42319912E-02
   13.920000      0.42155504E-01  0.42279374E-01   0.0000000      0.66238445      0.17479002      0.12557980E-01 -0.16313297     -0.42241798E-02
   13.929999      0.42112838E-01  0.42236656E-01   0.0000000      0.66217893      0.17472741      0.12544471E-01 -0.16281830     -0.42164046E-02
   13.940000      0.42070195E-01  0.42193957E-01   0.0000000      0.66197282      0.17466459      0.12530965E-01 -0.16250309     -0.42086295E-02
   13.950000      0.42027663E-01  0.42151373E-01   0.0000000      0.66176760      0.17460208      0.12517501E-01 -0.16218951     -0.42008897E-02
   13.960000      0.41985143E-01  0.42108804E-01   0.0000000      0.66156161      0.17453939      0.12504045E-01 -0.16187540     -0.41931504E-02
   13.969999      0.41942745E-01  0.42066351E-01   0.0000000      0.66135663      0.17447704      0.12490632E-01 -0.16156237     -0.41854437E-02
   13.980000      0.41900363E-01  0.42022467E-01   0.0000000      0.66115093      0.17441449      0.12477224E-01 -0.16124934     -0.41777366E-02
   13.990000      0.41858088E-01  0.41980140E-01   0.0000000      0.66094619      0.17435226      0.12463856E-01 -0.16093685     -0.41700690E-02
   14.000000      0.41815836E-01  0.41942183E-01   0.0000000      0.66074073      0.17428982      0.12450799E-01 -0.16062491     -0.41624005E-02
   14.009999      0.41773695E-01  0.41895643E-01   0.0000000      0.66053623      0.17422773      0.12437177E-01 -0.16031350     -0.41547683E-02
   14.020000      0.41731574E-01  0.41856367E-01   0.0000000      0.66033095      0.17416546      0.12424169E-01 -0.16000210     -0.41471361E-02
   14.030000      0.41689564E-01  0.41812859E-01   0.0000000      0.66012669      0.17410350      0.12410898E-01 -0.15969124     -0.41395314E-02
   14.040000      0.41647565E-01  0.41767914E-01   0.0000000      0.65992171      0.17404135      0.12397022E-01 -0.15938093     -0.41319267E-02
   14.049999      0.41605685E-01  0.41725986E-01   0.0000000      0.65971762      0.17397951      0.12384103E-01 -0.15907116     -0.41243630E-02
   14.059999      0.41563816E-01  0.41684065E-01   0.0000000      0.65951288      0.17391749      0.12370884E-01 -0.15876138     -0.41167997E-02
   14.070000      0.41522063E-01  0.41642260E-01   0.0000000      0.65930903      0.17385580      0.12357707E-01 -0.15845269     -0.41092685E-02
   14.080000      0.41480325E-01  0.41600469E-01   0.0000000      0.65910453      0.17379391      0.12344535E-01 -0.15814348     -0.41017374E-02
   14.090000      0.41438702E-01  0.41558798E-01   0.0000000      0.65890098      0.17373234      0.12331405E-01 -0.15783533     -0.40942398E-02
   14.099999      0.41397095E-01  0.41517138E-01   0.0000000      0.65869665      0.17367059      0.12318584E-01 -0.15752719     -0.40867417E-02
   14.110000      0.41355591E-01  0.41474145E-01   0.0000000      0.65849328      0.17360915      0.12305196E-01 -0.15722014     -0.40792800E-02
   14.120000      0.41314106E-01  0.41432612E-01   0.0000000      0.65828925      0.17354754      0.12291814E-01 -0.15691254     -0.40718177E-02
   14.130000      0.41272737E-01  0.41391190E-01   0.0000000      0.65808612      0.17348623      0.12279081E-01 -0.15660603     -0.40643904E-02
   14.139999      0.41231383E-01  0.41349787E-01   0.0000000      0.65788233      0.17342474      0.12265745E-01 -0.15629953     -0.40569627E-02
   14.150000      0.41190132E-01  0.41307047E-01   0.0000000      0.65767944      0.17336354      0.12252752E-01 -0.15599410     -0.40495675E-02
   14.160000      0.41148905E-01  0.41265775E-01   0.0000000      0.65747583      0.17330216      0.12239764E-01 -0.15568867     -0.40421719E-02
   14.170000      0.41107785E-01  0.41224603E-01   0.0000000      0.65727311      0.17324114      0.12226820E-01 -0.15538380     -0.40348079E-02
   14.179999      0.41066680E-01  0.41184895E-01   0.0000000      0.65706980      0.17317991      0.12213880E-01 -0.15507892     -0.40274444E-02
   14.190000      0.41025691E-01  0.41142412E-01   0.0000000      0.65686738      0.17311899      0.12200980E-01 -0.15477458     -0.40201168E-02
   14.200000      0.40984713E-01  0.41101385E-01   0.0000000      0.65666431      0.17305788      0.12188085E-01 -0.15447077     -0.40127886E-02
   14.210000      0.40943839E-01  0.41060466E-01   0.0000000      0.65646207      0.17299710      0.12175837E-01 -0.15416752     -0.40054936E-02
   14.219999      0.40902991E-01  0.41019570E-01   0.0000000      0.65625924      0.17293613      0.12162381E-01 -0.15386428     -0.39981990E-02
   14.230000      0.40862244E-01  0.40977340E-01   0.0000000      0.65605724      0.17287546      0.12149571E-01 -0.15356156     -0.39909370E-02
   14.240000      0.40821515E-01  0.40937997E-01   0.0000000      0.65585458      0.17281461      0.12137068E-01 -0.15325940     -0.39836746E-02
   14.250000      0.40780891E-01  0.40895894E-01   0.0000000      0.65565288      0.17275408      0.12124304E-01 -0.15295777     -0.39764456E-02
   14.259999      0.40740285E-01  0.40855240E-01   0.0000000      0.65545046      0.17269336      0.12111545E-01 -0.15265615     -0.39692158E-02
   14.270000      0.40699791E-01  0.40813264E-01   0.0000000      0.65524894      0.17263295      0.12098824E-01 -0.15235507     -0.39620181E-02
   14.280000      0.40659305E-01  0.40774167E-01   0.0000000      0.65504682      0.17257236      0.12085807E-01 -0.15205453     -0.39548208E-02
   14.290000      0.40618934E-01  0.40733747E-01   0.0000000      0.65484554      0.17251208      0.12073130E-01 -0.15175401     -0.39476575E-02
   14.299999      0.40578578E-01  0.40691912E-01   0.0000000      0.65464360      0.17245163      0.12060462E-01 -0.15145402     -0.39404947E-02
   14.309999      0.40538326E-01  0.40653042E-01   0.0000000      0.65444261      0.17239147      0.12048132E-01 -0.15115510     -0.39333608E-02
   14.320000      0.40498085E-01  0.40611330E-01   0.0000000      0.65424085      0.17233112      0.12035504E-01 -0.15085565     -0.39262269E-02
   14.330000      0.40457953E-01  0.40571146E-01   0.0000000      0.65404010      0.17227110      0.12022615E-01 -0.15055728     -0.39191279E-02
   14.340000      0.40417839E-01  0.40529560E-01   0.0000000      0.65383863      0.17221089      0.12009731E-01 -0.15025891     -0.39120293E-02
   14.349999      0.40377833E-01  0.40489506E-01   0.0000000      0.65363801      0.17215098      0.11997489E-01 -0.14996110     -0.39049608E-02
   14.360000      0.40337838E-01  0.40449470E-01   0.0000000      0.65343684      0.17209090      0.11985253E-01 -0.14966327     -0.38978930E-02
   14.370000      0.40297955E-01  0.40409539E-01   0.0000000      0.65323645      0.17203113      0.11972753E-01 -0.14936601     -0.38908538E-02
   14.380000      0.40258080E-01  0.40369619E-01   0.0000000      0.65303552      0.17197117      0.11959956E-01 -0.14906926     -0.38838151E-02
   14.389999      0.40218312E-01  0.40329810E-01   0.0000000      0.65283537      0.17191152      0.11947501E-01 -0.14877307     -0.38768109E-02
   14.400000      0.40178556E-01  0.40290009E-01   0.0000000      0.65263462      0.17185169      0.11935049E-01 -0.14847688     -0.38698064E-02
   14.410000      0.40138911E-01  0.40248889E-01   0.0000000      0.65243471      0.17179216      0.11922936E-01 -0.14818178     -0.38628324E-02
   14.420000      0.40099278E-01  0.40207785E-01   0.0000000      0.65223420      0.17173246      0.11909925E-01 -0.14788614     -0.38558585E-02
   14.429999      0.40059756E-01  0.40169645E-01   0.0000000      0.65203452      0.17167306      0.11897858E-01 -0.14759158     -0.38489141E-02
   14.440000      0.40020242E-01  0.40130090E-01   0.0000000      0.65183431      0.17161347      0.11885491E-01 -0.14729701     -0.38419699E-02
   14.450000      0.39980832E-01  0.40090639E-01   0.0000000      0.65163487      0.17155419      0.11873465E-01 -0.14700300     -0.38350606E-02
   14.460000      0.39941434E-01  0.40049769E-01   0.0000000      0.65143478      0.17149472      0.11860841E-01 -0.14670950     -0.38281514E-02
   14.469999      0.39902147E-01  0.40011868E-01   0.0000000      0.65123564      0.17143556      0.11848557E-01 -0.14641604     -0.38212689E-02
   14.480000      0.39862871E-01  0.39972544E-01   0.0000000      0.65103585      0.17137621      0.11836275E-01 -0.14612310     -0.38143867E-02
   14.490000      0.39823703E-01  0.39931908E-01   0.0000000      0.65083688      0.17131719      0.11824033E-01 -0.14583072     -0.38075352E-02
   14.500000      0.39784543E-01  0.39894130E-01   0.0000000      0.65063733      0.17125796      0.11812094E-01 -0.14553887     -0.38006837E-02
   14.509999      0.39745491E-01  0.39855033E-01   0.0000000      0.65043855      0.17119905      0.11799894E-01 -0.14524703     -0.37938626E-02
   14.520000      0.39706454E-01  0.39814528E-01   0.0000000      0.65023923      0.17113997      0.11787400E-01 -0.14495571     -0.37870419E-02
   14.530000      0.39667517E-01  0.39774131E-01   0.0000000      0.65004075      0.17108119      0.11775241E-01 -0.14466494     -0.37802507E-02
   14.540000      0.39628591E-01  0.39735164E-01   0.0000000      0.64984167      0.17102219      0.11763086E-01 -0.14437419     -0.37734595E-02
   14.549999      0.39589770E-01  0.39696302E-01   0.0000000      0.64964336      0.17096353      0.11750969E-01 -0.14408398     -0.37667013E-02
   14.559999      0.39550971E-01  0.39657462E-01   0.0000000      0.64944446      0.17090468      0.11738858E-01 -0.14379376     -0.37599432E-02
   14.570000      0.39512262E-01  0.39618708E-01   0.0000000      0.64924645      0.17084613      0.11726783E-01 -0.14350462     -0.37532132E-02
   14.580000      0.39473578E-01  0.39579984E-01   0.0000000      0.64904779      0.17078741      0.11714712E-01 -0.14321548     -0.37464830E-02
   14.589999      0.39434988E-01  0.39541353E-01   0.0000000      0.64885002      0.17072898      0.11702977E-01 -0.14292690     -0.37397812E-02
   14.599999      0.39396413E-01  0.39504152E-01   0.0000000      0.64865160      0.17067039      0.11690949E-01 -0.14263831     -0.37330796E-02
   14.610000      0.39357942E-01  0.39464224E-01   0.0000000      0.64845407      0.17061207      0.11678657E-01 -0.14235026     -0.37264097E-02
   14.620000      0.39319485E-01  0.39424311E-01   0.0000000      0.64825588      0.17055358      0.11666668E-01 -0.14206277     -0.37197401E-02
   14.630000      0.39281126E-01  0.39387323E-01   0.0000000      0.64805853      0.17049539      0.11654717E-01 -0.14177579     -0.37131018E-02
   14.639999      0.39242789E-01  0.39347526E-01   0.0000000      0.64786059      0.17043702      0.11642769E-01 -0.14148830     -0.37064636E-02
   14.650000      0.39204542E-01  0.39309245E-01   0.0000000      0.64766347      0.17037895      0.11631157E-01 -0.14120241     -0.36998515E-02
   14.660000      0.39166313E-01  0.39270975E-01   0.0000000      0.64746577      0.17032070      0.11618952E-01 -0.14091599     -0.36932398E-02
   14.670000      0.39128184E-01  0.39231390E-01   0.0000000      0.64726889      0.17026277      0.11607083E-01 -0.14063013     -0.36866565E-02
   14.679999      0.39090071E-01  0.39194647E-01   0.0000000      0.64707148      0.17020462      0.11595216E-01 -0.14034480     -0.36800727E-02
   14.690000      0.39052058E-01  0.39155185E-01   0.0000000      0.64687479      0.17014678      0.11583384E-01 -0.14006001     -0.36735171E-02
   14.700000      0.39014060E-01  0.39118558E-01   0.0000000      0.64667755      0.17008877      0.11572155E-01 -0.13977522     -0.36669613E-02
   14.710000      0.38976155E-01  0.39079200E-01   0.0000000      0.64648116      0.17003107      0.11559770E-01 -0.13949096     -0.36604414E-02
   14.719999      0.38938276E-01  0.39039873E-01   0.0000000      0.64628416      0.16997318      0.11547985E-01 -0.13920672     -0.36539219E-02
   14.730000      0.38900483E-01  0.39003450E-01   0.0000000      0.64608794      0.16991557      0.11536235E-01 -0.13892356     -0.36474231E-02
   14.740000      0.38862705E-01  0.38965631E-01   0.0000000      0.64589113      0.16985780      0.11524488E-01 -0.13863987     -0.36409257E-02
   14.750000      0.38825035E-01  0.38927924E-01   0.0000000      0.64569521      0.16980033      0.11512779E-01 -0.13835724     -0.36344565E-02
   14.759999      0.38787369E-01  0.38890216E-01   0.0000000      0.64549869      0.16974267      0.11501074E-01 -0.13807516     -0.36279876E-02
   14.770000      0.38749803E-01  0.38851205E-01   0.0000000      0.64530301      0.16968530      0.11489403E-01 -0.13779308     -0.36215496E-02
   14.780000      0.38712252E-01  0.38815022E-01   0.0000000      0.64510667      0.16962776      0.11477736E-01 -0.13751101     -0.36151116E-02
   14.790000      0.38674802E-01  0.38776126E-01   0.0000000      0.64491123      0.16957052      0.11466106E-01 -0.13723002     -0.36087011E-02
   14.799999      0.38637362E-01  0.38738646E-01   0.0000000      0.64471519      0.16951311      0.11454777E-01 -0.13694848     -0.36022905E-02
   14.809999      0.38600020E-01  0.38701270E-01   0.0000000      0.64451993      0.16945598      0.11442888E-01 -0.13666804     -0.35959075E-02
   14.820000      0.38562693E-01  0.38662497E-01   0.0000000      0.64432406      0.16939867      0.11431299E-01 -0.13638760     -0.35895249E-02
   14.830000      0.38525466E-01  0.38625229E-01   0.0000000      0.64412904      0.16934165      0.11419748E-01 -0.13610823     -0.35831702E-02
   14.839999      0.38488247E-01  0.38587973E-01   0.0000000      0.64393342      0.16928445      0.11408198E-01 -0.13582833     -0.35768158E-02
   14.849999      0.38451128E-01  0.38550813E-01   0.0000000      0.64373869      0.16922756      0.11396685E-01 -0.13554896     -0.35704891E-02
   14.860000      0.38414020E-01  0.38513672E-01   0.0000000      0.64354324      0.16917048      0.11385175E-01 -0.13527013     -0.35641622E-02
   14.870000      0.38377002E-01  0.38476616E-01   0.0000000      0.64334869      0.16911370      0.11373997E-01 -0.13499187     -0.35578627E-02
   14.880000      0.38340006E-01  0.38439579E-01   0.0000000      0.64315355      0.16905673      0.11362228E-01 -0.13471359     -0.35515635E-02
   14.889999      0.38303107E-01  0.38402643E-01   0.0000000      0.64295924      0.16900004      0.11351086E-01 -0.13443585     -0.35452906E-02
   14.900000      0.38266219E-01  0.38365714E-01   0.0000000      0.64276433      0.16894321      0.11339063E-01 -0.13415813     -0.35390183E-02
   14.910000      0.38229425E-01  0.38327485E-01   0.0000000      0.64257026      0.16888666      0.11327961E-01 -0.13388148     -0.35327752E-02
   14.920000      0.38192648E-01  0.38289271E-01   0.0000000      0.64237559      0.16882993      0.11316271E-01 -0.13360429     -0.35265326E-02
   14.929999      0.38155966E-01  0.38255349E-01   0.0000000      0.64218169      0.16877349      0.11305207E-01 -0.13332818     -0.35203137E-02
   14.940000      0.38119297E-01  0.38217247E-01   0.0000000      0.64198726      0.16871688      0.11293851E-01 -0.13305208     -0.35140952E-02
   14.950000      0.38082715E-01  0.38180627E-01   0.0000000      0.64179361      0.16866054      0.11282528E-01 -0.13277651     -0.35079038E-02
   14.960000      0.38046155E-01  0.38144033E-01   0.0000000      0.64159942      0.16860403      0.11271209E-01 -0.13250095     -0.35017123E-02
   14.969999      0.38009688E-01  0.38106132E-01   0.0000000      0.64140600      0.16854781      0.11259926E-01 -0.13222647     -0.34955477E-02
   14.980000      0.37973233E-01  0.38069639E-01   0.0000000      0.64121205      0.16849142      0.11248940E-01 -0.13195145     -0.34893833E-02
   14.990000      0.37936874E-01  0.38033243E-01   0.0000000      0.64101887      0.16843532      0.11237397E-01 -0.13167751     -0.34832491E-02
   15.000000      0.37900522E-01  0.37995461E-01   0.0000000      0.64082515      0.16837904      0.11225860E-01 -0.13140304     -0.34771150E-02
   15.009999      0.37864272E-01  0.37960567E-01   0.0000000      0.64063221      0.16832305      0.11214946E-01 -0.13112965     -0.34710038E-02
   15.020000      0.37828028E-01  0.37924290E-01   0.0000000      0.64043874      0.16826689      0.11203740E-01 -0.13085680     -0.34648932E-02
   15.030000      0.37791878E-01  0.37888102E-01   0.0000000      0.64024603      0.16821100      0.11192568E-01 -0.13058396     -0.34588098E-02
   15.040000      0.37755746E-01  0.37851937E-01   0.0000000      0.64005274      0.16815495      0.11181399E-01 -0.13031110     -0.34527264E-02
   15.049999      0.37719708E-01  0.37814468E-01   0.0000000      0.63986021      0.16809918      0.11170264E-01 -0.13003933     -0.34466675E-02
   15.059999      0.37683681E-01  0.37778407E-01   0.0000000      0.63966721      0.16804326      0.11159428E-01 -0.12976703     -0.34406087E-02
   15.070000      0.37647743E-01  0.37742432E-01   0.0000000      0.63947493      0.16798759      0.11148036E-01 -0.12949581     -0.34345796E-02
   15.080000      0.37611820E-01  0.37706476E-01   0.0000000      0.63928211      0.16793175      0.11136940E-01 -0.12922458     -0.34285504E-02
   15.089999      0.37575990E-01  0.37670612E-01   0.0000000      0.63909012      0.16787621      0.11125880E-01 -0.12895390     -0.34225446E-02
   15.099999      0.37540175E-01  0.37634760E-01   0.0000000      0.63889754      0.16782050      0.11114528E-01 -0.12868322     -0.34165389E-02
   15.110000      0.37504446E-01  0.37597608E-01   0.0000000      0.63870573      0.16776505      0.11103503E-01 -0.12841308     -0.34105601E-02
   15.120000      0.37468739E-01  0.37563253E-01   0.0000000      0.63851339      0.16770945      0.11092776E-01 -0.12814295     -0.34045817E-02
   15.130000      0.37433114E-01  0.37526205E-01   0.0000000      0.63832182      0.16765413      0.11081789E-01 -0.12787390     -0.33986277E-02
   15.139999      0.37397511E-01  0.37491959E-01   0.0000000      0.63812965      0.16759862      0.11070510E-01 -0.12760484     -0.33926740E-02
   15.150000      0.37361991E-01  0.37457787E-01   0.0000000      0.63793838      0.16754340      0.11060144E-01 -0.12733579     -0.33867441E-02
   15.160000      0.37326485E-01  0.37419476E-01   0.0000000      0.63774645      0.16748801      0.11048903E-01 -0.12706730     -0.33808141E-02
   15.170000      0.37291072E-01  0.37385412E-01   0.0000000      0.63755542      0.16743292      0.11038280E-01 -0.12679932     -0.33749144E-02
   15.179999      0.37255675E-01  0.37348595E-01   0.0000000      0.63736373      0.16737764      0.11027074E-01 -0.12653135     -0.33690142E-02
   15.190000      0.37220363E-01  0.37313245E-01   0.0000000      0.63717282      0.16732264      0.11015609E-01 -0.12626447     -0.33631371E-02
   15.200000      0.37185065E-01  0.37276529E-01   0.0000000      0.63698137      0.16726746      0.11005318E-01 -0.12599705     -0.33572596E-02
   15.210000      0.37149858E-01  0.37241291E-01   0.0000000      0.63679081      0.16721256      0.10994179E-01 -0.12573017     -0.33514081E-02
   15.219999      0.37114665E-01  0.37206069E-01   0.0000000      0.63659960      0.16715750      0.10983632E-01 -0.12546383     -0.33455563E-02
   15.230000      0.37079562E-01  0.37172310E-01   0.0000000      0.63640916      0.16710271      0.10972823E-01 -0.12519804     -0.33397283E-02
   15.240000      0.37044466E-01  0.37135802E-01   0.0000000      0.63621819      0.16704777      0.10961725E-01 -0.12493170     -0.33339006E-02
   15.250000      0.37009466E-01  0.37100766E-01   0.0000000      0.63602805      0.16699310      0.10950952E-01 -0.12466698     -0.33280998E-02
   15.259999      0.36974479E-01  0.37065744E-01   0.0000000      0.63583732      0.16693825      0.10940474E-01 -0.12440173     -0.33222993E-02
   15.270000      0.36939576E-01  0.37029427E-01   0.0000000      0.63564736      0.16688368      0.10929736E-01 -0.12413701     -0.33165212E-02
   15.280000      0.36904689E-01  0.36994506E-01   0.0000000      0.63545686      0.16682895      0.10919002E-01 -0.12387231     -0.33107433E-02
   15.290000      0.36869891E-01  0.36959674E-01   0.0000000      0.63526714      0.16677448      0.10908298E-01 -0.12360814     -0.33049905E-02
   15.299999      0.36835108E-01  0.36924861E-01   0.0000000      0.63507694      0.16671987      0.10897600E-01 -0.12334451     -0.32992379E-02
   15.309999      0.36800407E-01  0.36890130E-01   0.0000000      0.63488746      0.16666549      0.10886638E-01 -0.12308142     -0.32935122E-02
   15.320000      0.36765721E-01  0.36855407E-01   0.0000000      0.63469738      0.16661099      0.10876266E-01 -0.12281780     -0.32877859E-02
   15.330000      0.36731128E-01  0.36820784E-01   0.0000000      0.63450813      0.16655673      0.10865633E-01 -0.12255526     -0.32820830E-02
   15.339999      0.36696538E-01  0.36786158E-01   0.0000000      0.63431829      0.16650231      0.10854712E-01 -0.12229271     -0.32763795E-02
   15.349999      0.36662042E-01  0.36750257E-01   0.0000000      0.63412929      0.16644818      0.10844405E-01 -0.12203071     -0.32706994E-02
   15.360000      0.36627561E-01  0.36715738E-01   0.0000000      0.63393968      0.16639386      0.10833808E-01 -0.12176926     -0.32650195E-02
   15.370000      0.36593158E-01  0.36684059E-01   0.0000000      0.63375092      0.16633983      0.10822953E-01 -0.12150780     -0.32593659E-02
   15.380000      0.36558773E-01  0.36645513E-01   0.0000000      0.63356155      0.16628562      0.10811809E-01 -0.12124634     -0.32537121E-02
   15.389999      0.36524478E-01  0.36613937E-01   0.0000000      0.63337296      0.16623169      0.10802153E-01 -0.12098597     -0.32480818E-02
   15.400000      0.36490194E-01  0.36578245E-01   0.0000000      0.63318384      0.16617759      0.10791627E-01 -0.12072506     -0.32424515E-02
   15.410000      0.36455996E-01  0.36544017E-01   0.0000000      0.63299555      0.16612376      0.10780839E-01 -0.12046523     -0.32368444E-02
   15.420000      0.36421809E-01  0.36509801E-01   0.0000000      0.63280666      0.16606979      0.10770638E-01 -0.12020485     -0.32312374E-02
   15.429999      0.36387712E-01  0.36474299E-01   0.0000000      0.63261855      0.16601606      0.10760176E-01 -0.11994557     -0.32256548E-02
   15.440000      0.36353622E-01  0.36441550E-01   0.0000000      0.63242984      0.16596217      0.10749428E-01 -0.11968628     -0.32200729E-02
   15.450000      0.36319617E-01  0.36407512E-01   0.0000000      0.63224196      0.16590855      0.10739289E-01 -0.11942753     -0.32145132E-02
   15.460000      0.36285631E-01  0.36372121E-01   0.0000000      0.63205355      0.16585477      0.10728864E-01 -0.11916880     -0.32089534E-02
   15.469999      0.36251727E-01  0.36338191E-01   0.0000000      0.63186586      0.16580126      0.10718471E-01 -0.11891112     -0.32034190E-02
   15.480000      0.36217839E-01  0.36304269E-01   0.0000000      0.63167769      0.16574758      0.10708080E-01 -0.11865292     -0.31978854E-02
   15.490000      0.36184032E-01  0.36270436E-01   0.0000000      0.63149029      0.16569418      0.10697719E-01 -0.11839527     -0.31923726E-02
   15.500000      0.36150236E-01  0.36236607E-01   0.0000000      0.63130230      0.16564059      0.10687071E-01 -0.11813814     -0.31868601E-02
   15.509999      0.36116533E-01  0.36202870E-01   0.0000000      0.63111514      0.16558729      0.10677034E-01 -0.11788103     -0.31813707E-02
   15.520000      0.36082838E-01  0.36169145E-01   0.0000000      0.63092744      0.16553383      0.10666709E-01 -0.11762445     -0.31758810E-02
   15.530000      0.36049224E-01  0.36135498E-01   0.0000000      0.63074046      0.16548061      0.10656125E-01 -0.11736842     -0.31704167E-02
   15.540000      0.36015622E-01  0.36101870E-01   0.0000000      0.63055295      0.16542725      0.10646124E-01 -0.11711238     -0.31649519E-02
   15.549999      0.35982110E-01  0.36068324E-01   0.0000000      0.63036621      0.16537414      0.10635573E-01 -0.11685690     -0.31595083E-02
   15.559999      0.35948608E-01  0.36033425E-01   0.0000000      0.63017893      0.16532089      0.10625605E-01 -0.11660086     -0.31540643E-02
   15.570000      0.35915192E-01  0.35999976E-01   0.0000000      0.62999243      0.16526788      0.10615377E-01 -0.11634646     -0.31486459E-02
   15.580000      0.35881784E-01  0.35966542E-01   0.0000000      0.62980539      0.16521473      0.10604862E-01 -0.11609150     -0.31432277E-02
   15.589999      0.35848465E-01  0.35933193E-01   0.0000000      0.62961912      0.16516183      0.10594667E-01 -0.11583710     -0.31378313E-02
   15.599999      0.35815153E-01  0.35899851E-01   0.0000000      0.62943232      0.16510877      0.10584763E-01 -0.11558269     -0.31324355E-02
   15.610000      0.35781924E-01  0.35865232E-01   0.0000000      0.62924623      0.16505598      0.10574312E-01 -0.11532936     -0.31270608E-02
   15.620000      0.35748705E-01  0.35831980E-01   0.0000000      0.62905961      0.16500302      0.10564441E-01 -0.11507551     -0.31216862E-02
   15.630000      0.35715576E-01  0.35800185E-01   0.0000000      0.62887388      0.16495033      0.10554310E-01 -0.11482272     -0.31163369E-02
   15.639999      0.35682458E-01  0.35765674E-01   0.0000000      0.62868744      0.16489749      0.10543895E-01 -0.11456940     -0.31109871E-02
   15.650000      0.35649423E-01  0.35732608E-01   0.0000000      0.62850189      0.16484489      0.10534086E-01 -0.11431716     -0.31056588E-02
   15.660000      0.35616394E-01  0.35699550E-01   0.0000000      0.62831575      0.16479212      0.10524567E-01 -0.11406492     -0.31003302E-02
   15.670000      0.35583455E-01  0.35666581E-01   0.0000000      0.62813038      0.16473962      0.10513635E-01 -0.11381323     -0.30950236E-02
   15.679999      0.35550527E-01  0.35632268E-01   0.0000000      0.62794447      0.16468698      0.10503862E-01 -0.11356099     -0.30897171E-02
   15.690000      0.35517674E-01  0.35600744E-01   0.0000000      0.62775934      0.16463459      0.10493539E-01 -0.11330985     -0.30844326E-02
   15.700000      0.35484839E-01  0.35566520E-01   0.0000000      0.62757367      0.16458203      0.10483509E-01 -0.11305869     -0.30791482E-02
   15.710000      0.35452086E-01  0.35535097E-01   0.0000000      0.62738878      0.16452974      0.10473795E-01 -0.11280861     -0.30738870E-02
   15.719999      0.35419345E-01  0.35500966E-01   0.0000000      0.62720329      0.16447729      0.10463509E-01 -0.11255801     -0.30686257E-02
   15.730000      0.35386682E-01  0.35469633E-01   0.0000000      0.62701863      0.16442509      0.10454115E-01 -0.11230794     -0.30633854E-02
   15.740000      0.35354037E-01  0.35436962E-01   0.0000000      0.62683338      0.16437276      0.10443861E-01 -0.11205786     -0.30581455E-02
   15.750000      0.35321470E-01  0.35403010E-01   0.0000000      0.62664890      0.16432066      0.10433922E-01 -0.11180889     -0.30529264E-02
   15.759999      0.35288911E-01  0.35371780E-01   0.0000000      0.62646395      0.16426840      0.10423986E-01 -0.11155936     -0.30477075E-02
   15.770000      0.35256434E-01  0.35337918E-01   0.0000000      0.62627971      0.16421641      0.10413792E-01 -0.11131091     -0.30425130E-02
   15.780000      0.35223972E-01  0.35304070E-01   0.0000000      0.62609494      0.16416426      0.10403887E-01 -0.11106193     -0.30373184E-02
   15.790000      0.35191592E-01  0.35271659E-01   0.0000000      0.62591094      0.16411236      0.10394298E-01 -0.11081403     -0.30321435E-02
   15.799999      0.35159219E-01  0.35240613E-01   0.0000000      0.62572646      0.16406031      0.10384139E-01 -0.11056612     -0.30269681E-02
   15.809999      0.35126928E-01  0.35208300E-01   0.0000000      0.62554264      0.16400853      0.10374583E-01 -0.11031824     -0.30218172E-02
